tilastovuosi,okmOhjauksenAla,koulutusala02,koulutustyyppi,koulutusaste,ammattikorkeakoulu,hankkeistetutOpinnaytetyot,opinnaytetyotEiHankkeistetut,kooditKoulutusala2002,kooditOkmOhjauksenAla,kooditAmmattikorkeakoulu,kooditKoulutustyyppi,tietojoukkoPaivitettyPvm
2016,Yhteiskunnalliset alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,4,18,99,4,02509,1,2026-03-06
2016,Yhteiskunnalliset alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,1,12,99,4,02509,2,2026-03-06
2016,Yhteiskunnalliset alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,1,6,99,4,02509,6,2026-03-06
2016,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,139,125,99,5,02509,1,2026-03-06
2016,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,13,23,99,5,02509,2,2026-03-06
2016,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,18,13,99,5,02509,6,2026-03-06
2016,Luonnontieteet,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,3,8,99,6,02509,1,2026-03-06
2016,Luonnontieteet,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,0,0,99,6,02509,2,2026-03-06
2016,Luonnontieteet,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,0,0,99,6,02509,6,2026-03-06
2016,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,58,37,99,7,02509,1,2026-03-06
2016,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,2,0,99,7,02509,2,2026-03-06
2016,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,2,8,99,7,02509,6,2026-03-06
2016,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,196,102,99,8,02509,1,2026-03-06
2016,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,10,12,99,8,02509,2,2026-03-06
2016,Tekniikan alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,10,18,99,8,02509,6,2026-03-06
2016,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,7,1,99,9,02509,1,2026-03-06
2016,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,0,0,99,9,02509,2,2026-03-06
2016,Maa- ja metsätalousalat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,0,0,99,9,02509,6,2026-03-06
2012,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,143,110,3,99,02509,1,2026-03-06
2012,Tieto puuttuu,Tekniikan ja liikenteen ala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,14,15,5,99,02509,6,2026-03-06
2012,Tieto puuttuu,Luonnonvara- ja ympäristöala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,19,12,6,99,02509,1,2026-03-06
2014,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,16,105,2,99,02509,1,2026-03-06
2014,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,0,5,2,99,02509,2,2026-03-06
2013,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,3,3,8,99,02509,2,2026-03-06
2013,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,7,6,8,99,02509,6,2026-03-06
2011,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,376,59,7,99,02509,1,2026-03-06
2011,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,18,5,3,99,02509,6,2026-03-06
2011,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,97,10,7,99,02509,2,2026-03-06
2011,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,44,2,7,99,02509,6,2026-03-06
2012,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,24,13,3,99,02509,2,2026-03-06
2011,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,34,9,8,99,02509,1,2026-03-06
2012,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,19,7,3,99,02509,6,2026-03-06
2012,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,31,18,4,99,02509,1,2026-03-06
2010,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,107,80,3,99,02509,1,2026-03-06
2012,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,6,3,4,99,02509,2,2026-03-06
2015,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,40,124,2,99,02509,1,2026-03-06
2014,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,9,15,8,99,02509,6,2026-03-06
2014,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,3,8,8,99,02509,2,2026-03-06
2012,Tieto puuttuu,Tekniikan ja liikenteen ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,317,92,5,99,02509,1,2026-03-06
2012,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,65,2,7,99,02509,6,2026-03-06
2012,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,4,1,8,99,02509,2,2026-03-06
2012,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,32,13,8,99,02509,1,2026-03-06
2012,Tieto puuttuu,Tekniikan ja liikenteen ala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,27,3,5,99,02509,2,2026-03-06
2012,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,10,2,8,99,02509,6,2026-03-06
2013,Tieto puuttuu,Kulttuuriala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,10,7,2,99,02509,6,2026-03-06
2013,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,0,7,2,99,02509,2,2026-03-06
2013,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,172,127,3,99,02509,1,2026-03-06
2013,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,13,29,3,99,02509,2,2026-03-06
2013,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,16,13,3,99,02509,6,2026-03-06
2013,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,28,23,4,99,02509,1,2026-03-06
2014,Tieto puuttuu,Tekniikan ja liikenteen ala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,27,5,5,99,02509,6,2026-03-06
2014,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,132,107,3,99,02509,1,2026-03-06
2014,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,24,34,7,99,02509,6,2026-03-06
2014,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,72,56,7,99,02509,2,2026-03-06
2014,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,292,139,7,99,02509,1,2026-03-06
2014,Tieto puuttuu,Luonnonvara- ja ympäristöala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,15,20,6,99,02509,1,2026-03-06
2011,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,2,4,2,99,02509,2,2026-03-06
2011,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,54,93,2,99,02509,1,2026-03-06
2015,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,15,32,3,99,02509,6,2026-03-06
2015,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,21,42,3,99,02509,2,2026-03-06
2015,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,156,152,3,99,02509,1,2026-03-06
2015,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,1,17,2,99,02509,2,2026-03-06
2015,Tieto puuttuu,Kulttuuriala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,0,1,2,99,02509,6,2026-03-06
2011,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,104,86,3,99,02509,1,2026-03-06
2015,Tieto puuttuu,Luonnontieteiden ala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,1,0,4,99,02509,6,2026-03-06
2010,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,13,7,3,99,02509,2,2026-03-06
2015,Tieto puuttuu,Tekniikan ja liikenteen ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,198,201,5,99,02509,1,2026-03-06
2010,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,52,23,4,99,02509,1,2026-03-06
2010,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,8,2,3,99,02509,6,2026-03-06
2010,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,41,5,7,99,02509,6,2026-03-06
2010,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,3,2,4,99,02509,2,2026-03-06
2011,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,46,19,4,99,02509,1,2026-03-06
2010,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,10,0,8,99,02509,6,2026-03-06
2010,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,27,10,8,99,02509,1,2026-03-06
2010,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,12,3,8,99,02509,2,2026-03-06
2011,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,4,1,4,99,02509,2,2026-03-06
2010,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,90,23,7,99,02509,2,2026-03-06
2014,Tieto puuttuu,Luonnontieteiden ala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,3,1,4,99,02509,6,2026-03-06
2012,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,446,21,7,99,02509,1,2026-03-06
2014,Tieto puuttuu,Tekniikan ja liikenteen ala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,17,9,5,99,02509,2,2026-03-06
2014,Tieto puuttuu,Tekniikan ja liikenteen ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,238,174,5,99,02509,1,2026-03-06
2014,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,20,23,3,99,02509,6,2026-03-06
2014,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,29,30,4,99,02509,1,2026-03-06
2014,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,1,0,4,99,02509,2,2026-03-06
2012,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,127,18,7,99,02509,2,2026-03-06
2010,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,393,38,7,99,02509,1,2026-03-06
2010,Tieto puuttuu,Luonnonvara- ja ympäristöala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,23,2,6,99,02509,1,2026-03-06
2015,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,12,45,8,99,02509,1,2026-03-06
2015,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,35,30,7,99,02509,6,2026-03-06
2015,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,68,43,7,99,02509,2,2026-03-06
2014,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,17,23,8,99,02509,1,2026-03-06
2013,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,295,125,7,99,02509,1,2026-03-06
2015,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,1,1,8,99,02509,2,2026-03-06
2015,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,0,6,8,99,02509,6,2026-03-06
2013,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,75,23,7,99,02509,2,2026-03-06
2013,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,39,11,7,99,02509,6,2026-03-06
2013,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,31,19,8,99,02509,1,2026-03-06
2014,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Turun ammattikorkeakoulu,21,62,3,99,02509,2,2026-03-06
2013,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,23,1,8,99,02535,1,2026-03-06
2013,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,10,1,7,99,02535,6,2026-03-06
2013,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,9,0,7,99,02535,2,2026-03-06
2013,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,147,55,7,99,02535,1,2026-03-06
2014,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,19,3,8,99,02535,1,2026-03-06
2015,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,0,1,7,99,02535,2,2026-03-06
2015,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,12,4,7,99,02535,6,2026-03-06
2015,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,22,2,8,99,02535,1,2026-03-06
2010,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,114,51,7,99,02535,1,2026-03-06
2012,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,8,3,7,99,02535,2,2026-03-06
2014,Tieto puuttuu,Tekniikan ja liikenteen ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,27,26,5,99,02535,1,2026-03-06
2012,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,139,41,7,99,02535,1,2026-03-06
2010,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,1,0,7,99,02535,2,2026-03-06
2016,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,2,31,99,2,02535,1,2026-03-06
2016,Taiteet ja kulttuurialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,0,5,99,2,02535,6,2026-03-06
2016,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,6,69,99,5,02535,1,2026-03-06
2016,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,4,6,99,5,02535,6,2026-03-06
2016,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,7,8,99,7,02535,1,2026-03-06
2016,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,12,40,99,8,02535,1,2026-03-06
2016,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,136,25,99,11,02535,1,2026-03-06
2016,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,1,0,99,11,02535,2,2026-03-06
2016,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,14,4,99,11,02535,6,2026-03-06
2016,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,32,11,99,12,02535,1,2026-03-06
2016,Palvelualat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,1,0,99,12,02535,6,2026-03-06
2010,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,23,5,8,99,02535,1,2026-03-06
2010,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,1,0,7,99,02535,6,2026-03-06
2015,Tieto puuttuu,Tekniikan ja liikenteen ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,33,35,5,99,02535,1,2026-03-06
2011,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,25,64,3,99,02535,1,2026-03-06
2015,Tieto puuttuu,Kulttuuriala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,0,6,2,99,02535,6,2026-03-06
2015,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,17,67,3,99,02535,1,2026-03-06
2015,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,5,3,3,99,02535,6,2026-03-06
2011,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Yrkeshögskolan Arcada,1,31,2,99,02535,1,2026-03-06
